 1.00000000e+08 -1.55391568e+01 
 1.02329299e+08 -1.55817991e+01 
 1.04712855e+08 -1.56229437e+01 
 1.07151931e+08 -1.56626265e+01 
 1.09647820e+08 -1.57008835e+01 
 1.12201845e+08 -1.57377510e+01 
 1.14815362e+08 -1.57732651e+01 
 1.17489755e+08 -1.58074619e+01 
 1.20226443e+08 -1.58403774e+01 
 1.23026877e+08 -1.58720473e+01 
 1.25892541e+08 -1.59025072e+01 
 1.28824955e+08 -1.59317920e+01 
 1.31825674e+08 -1.59599364e+01 
 1.34896288e+08 -1.59869746e+01 
 1.38038426e+08 -1.60129403e+01 
 1.41253754e+08 -1.60378666e+01 
 1.44543977e+08 -1.60617860e+01 
 1.47910839e+08 -1.60847303e+01 
 1.51356125e+08 -1.61067307e+01 
 1.54881662e+08 -1.61278178e+01 
 1.58489319e+08 -1.61480213e+01 
 1.62181010e+08 -1.61673702e+01 
 1.65958691e+08 -1.61858928e+01 
 1.69824365e+08 -1.62036166e+01 
 1.73780083e+08 -1.62205683e+01 
 1.77827941e+08 -1.62367738e+01 
 1.81970086e+08 -1.62522583e+01 
 1.86208714e+08 -1.62670460e+01 
 1.90546072e+08 -1.62811604e+01 
 1.94984460e+08 -1.62946243e+01 
 1.99526231e+08 -1.63074596e+01 
 2.04173794e+08 -1.63196873e+01 
 2.08929613e+08 -1.63313278e+01 
 2.13796209e+08 -1.63424006e+01 
 2.18776162e+08 -1.63529245e+01 
 2.23872114e+08 -1.63629173e+01 
 2.29086765e+08 -1.63723963e+01 
 2.34422882e+08 -1.63813780e+01 
 2.39883292e+08 -1.63898779e+01 
 2.45470892e+08 -1.63979111e+01 
 2.51188643e+08 -1.64054917e+01 
 2.57039578e+08 -1.64126333e+01 
 2.63026799e+08 -1.64193486e+01 
 2.69153480e+08 -1.64256497e+01 
 2.75422870e+08 -1.64315480e+01 
 2.81838293e+08 -1.64370543e+01 
 2.88403150e+08 -1.64421785e+01 
 2.95120923e+08 -1.64469300e+01 
 3.01995172e+08 -1.64513175e+01 
 3.09029543e+08 -1.64553492e+01 
 3.16227766e+08 -1.64590324e+01 
 3.23593657e+08 -1.64623740e+01 
 3.31131121e+08 -1.64653801e+01 
 3.38844156e+08 -1.64680563e+01 
 3.46736850e+08 -1.64704076e+01 
 3.54813389e+08 -1.64724383e+01 
 3.63078055e+08 -1.64741521e+01 
 3.71535229e+08 -1.64755522e+01 
 3.80189396e+08 -1.64766411e+01 
 3.89045145e+08 -1.64774208e+01 
 3.98107171e+08 -1.64778927e+01 
 4.07380278e+08 -1.64780574e+01 
 4.16869383e+08 -1.64779152e+01 
 4.26579519e+08 -1.64774657e+01 
 4.36515832e+08 -1.64767077e+01 
 4.46683592e+08 -1.64756398e+01 
 4.57088190e+08 -1.64742597e+01 
 4.67735141e+08 -1.64725645e+01 
 4.78630092e+08 -1.64705509e+01 
 4.89778819e+08 -1.64682147e+01 
 5.01187234e+08 -1.64655513e+01 
 5.12861384e+08 -1.64625554e+01 
 5.24807460e+08 -1.64592211e+01 
 5.37031796e+08 -1.64555416e+01 
 5.49540874e+08 -1.64515099e+01 
 5.62341325e+08 -1.64471179e+01 
 5.75439937e+08 -1.64423570e+01 
 5.88843655e+08 -1.64372179e+01 
 6.02559586e+08 -1.64316906e+01 
 6.16595002e+08 -1.64257643e+01 
 6.30957344e+08 -1.64194276e+01 
 6.45654229e+08 -1.64126682e+01 
 6.60693448e+08 -1.64054731e+01 
 6.76082975e+08 -1.63978285e+01 
 6.91830971e+08 -1.63897198e+01 
 7.07945784e+08 -1.63811316e+01 
 7.24435960e+08 -1.63720476e+01 
 7.41310241e+08 -1.63624505e+01 
 7.58577575e+08 -1.63523225e+01 
 7.76247117e+08 -1.63416446e+01 
 7.94328235e+08 -1.63303969e+01 
 8.12830516e+08 -1.63185586e+01 
 8.31763771e+08 -1.63061079e+01 
 8.51138038e+08 -1.62930221e+01 
 8.70963590e+08 -1.62792773e+01 
 8.91250938e+08 -1.62648488e+01 
 9.12010839e+08 -1.62497106e+01 
 9.33254301e+08 -1.62338358e+01 
 9.54992586e+08 -1.62171964e+01 
 9.77237221e+08 -1.61997632e+01 
 1.00000000e+09 -1.61815058e+01 
 1.02329299e+09 -1.61623928e+01 
 1.04712855e+09 -1.61423916e+01 
 1.07151931e+09 -1.61214684e+01 
 1.09647820e+09 -1.60995880e+01 
 1.12201845e+09 -1.60767143e+01 
 1.14815362e+09 -1.60528097e+01 
 1.17489755e+09 -1.60278357e+01 
 1.20226443e+09 -1.60017522e+01 
 1.23026877e+09 -1.59745180e+01 
 1.25892541e+09 -1.59460907e+01 
 1.28824955e+09 -1.59164267e+01 
 1.31825674e+09 -1.58854810e+01 
 1.34896288e+09 -1.58532076e+01 
 1.38038426e+09 -1.58195592e+01 
 1.41253754e+09 -1.57844873e+01 
 1.44543977e+09 -1.57479421e+01 
 1.47910839e+09 -1.57098731e+01 
 1.51356125e+09 -1.56702284e+01 
 1.54881662e+09 -1.56289551e+01 
 1.58489319e+09 -1.55859993e+01 
 1.62181010e+09 -1.55413064e+01 
 1.65958691e+09 -1.54948207e+01 
 1.69824365e+09 -1.54464857e+01 
 1.73780083e+09 -1.53962445e+01 
 1.77827941e+09 -1.53440393e+01 
 1.81970086e+09 -1.52898119e+01 
 1.86208714e+09 -1.52335037e+01 
 1.90546072e+09 -1.51750557e+01 
 1.94984460e+09 -1.51144091e+01 
 1.99526231e+09 -1.50515046e+01 
 2.04173794e+09 -1.49862835e+01 
 2.08929613e+09 -1.49186869e+01 
 2.13796209e+09 -1.48486569e+01 
 2.18776162e+09 -1.47761357e+01 
 2.23872114e+09 -1.47010667e+01 
 2.29086765e+09 -1.46233942e+01 
 2.34422882e+09 -1.45430636e+01 
 2.39883292e+09 -1.44600218e+01 
 2.45470892e+09 -1.43742175e+01 
 2.51188643e+09 -1.42856010e+01 
 2.57039578e+09 -1.41941248e+01 
 2.63026799e+09 -1.40997440e+01 
 2.69153480e+09 -1.40024159e+01 
 2.75422870e+09 -1.39021010e+01 
 2.81838293e+09 -1.37987626e+01 
 2.88403150e+09 -1.36923677e+01 
 2.95120923e+09 -1.35828867e+01 
 3.01995172e+09 -1.34702939e+01 
 3.09029543e+09 -1.33545679e+01 
 3.16227766e+09 -1.32356916e+01 
 3.23593657e+09 -1.31136526e+01 
 3.31131121e+09 -1.29884436e+01 
 3.38844156e+09 -1.28600623e+01 
 3.46736850e+09 -1.27285119e+01 
 3.54813389e+09 -1.25938014e+01 
 3.63078055e+09 -1.24559455e+01 
 3.71535229e+09 -1.23149653e+01 
 3.80189396e+09 -1.21708880e+01 
 3.89045145e+09 -1.20237477e+01 
 3.98107171e+09 -1.18735848e+01 
 4.07380278e+09 -1.17204471e+01 
 4.16869383e+09 -1.15643890e+01 
 4.26579519e+09 -1.14054725e+01 
 4.36515832e+09 -1.12437668e+01 
 4.46683592e+09 -1.10793486e+01 
 4.57088190e+09 -1.09123019e+01 
 4.67735141e+09 -1.07427186e+01 
 4.78630092e+09 -1.05706981e+01 
 4.89778819e+09 -1.03963473e+01 
 5.01187234e+09 -1.02197809e+01 
 5.12861384e+09 -1.00411211e+01 
 5.24807460e+09 -9.86049765e+00 
 5.37031796e+09 -9.67804756e+00 
 5.49540874e+09 -9.49391518e+00 
 5.62341325e+09 -9.30825191e+00 
 5.75439937e+09 -9.12121601e+00 
 5.88843655e+09 -8.93297233e+00 
 6.02559586e+09 -8.74369204e+00 
 6.16595002e+09 -8.55355229e+00 
 6.30957344e+09 -8.36273579e+00 
 6.45654229e+09 -8.17143044e+00 
 6.60693448e+09 -7.97982882e+00 
 6.76082975e+09 -7.78812769e+00 
 6.91830971e+09 -7.59652739e+00 
 7.07945784e+09 -7.40523124e+00 
 7.24435960e+09 -7.21444488e+00 
 7.41310241e+09 -7.02437553e+00 
 7.58577575e+09 -6.83523127e+00 
 7.76247117e+09 -6.64722018e+00 
 7.94328235e+09 -6.46054956e+00 
 8.12830516e+09 -6.27542501e+00 
 8.31763771e+09 -6.09204954e+00 
 8.51138038e+09 -5.91062266e+00 
 8.70963590e+09 -5.73133942e+00 
 8.91250938e+09 -5.55438948e+00 
 9.12010839e+09 -5.37995615e+00 
 9.33254301e+09 -5.20821549e+00 
 9.54992586e+09 -5.03933540e+00 
 9.77237221e+09 -4.87347474e+00 
 1.00000000e+10 -4.71078256e+00 
