 1.00000000e+08 -1.60299941e+01 
 1.05925373e+08 -1.61366618e+01 
 1.12201845e+08 -1.62334209e+01 
 1.18850223e+08 -1.63207847e+01 
 1.25892541e+08 -1.63992625e+01 
 1.33352143e+08 -1.64693503e+01 
 1.41253754e+08 -1.65315234e+01 
 1.49623566e+08 -1.65862302e+01 
 1.58489319e+08 -1.66338862e+01 
 1.67880402e+08 -1.66748703e+01 
 1.77827941e+08 -1.67095209e+01 
 1.88364909e+08 -1.67381335e+01 
 1.99526231e+08 -1.67609585e+01 
 2.11348904e+08 -1.67781994e+01 
 2.23872114e+08 -1.67900123e+01 
 2.37137371e+08 -1.67965047e+01 
 2.51188643e+08 -1.67977348e+01 
 2.66072506e+08 -1.67937116e+01 
 2.81838293e+08 -1.67843943e+01 
 2.98538262e+08 -1.67696927e+01 
 3.16227766e+08 -1.67494667e+01 
 3.34965439e+08 -1.67235276e+01 
 3.54813389e+08 -1.66916379e+01 
 3.75837404e+08 -1.66535124e+01 
 3.98107171e+08 -1.66088199e+01 
 4.21696503e+08 -1.65571849e+01 
 4.46683592e+08 -1.64981904e+01 
 4.73151259e+08 -1.64313805e+01 
 5.01187234e+08 -1.63562659e+01 
 5.30884444e+08 -1.62723278e+01 
 5.62341325e+08 -1.61790254e+01 
 5.95662144e+08 -1.60758027e+01 
 6.30957344e+08 -1.59620973e+01 
 6.68343918e+08 -1.58373501e+01 
 7.07945784e+08 -1.57010161e+01 
 7.49894209e+08 -1.55525759e+01 
 7.94328235e+08 -1.53915472e+01 
 8.41395142e+08 -1.52174970e+01 
 8.91250938e+08 -1.50300534e+01 
 9.44060876e+08 -1.48289163e+01 
 1.00000000e+09 -1.46138673e+01 
 1.05925373e+09 -1.43847774e+01 
 1.12201845e+09 -1.41416137e+01 
 1.18850223e+09 -1.38844430e+01 
 1.25892541e+09 -1.36134330e+01 
 1.33352143e+09 -1.33288522e+01 
 1.41253754e+09 -1.30310665e+01 
 1.49623566e+09 -1.27205343e+01 
 1.58489319e+09 -1.23978004e+01 
 1.67880402e+09 -1.20634883e+01 
 1.77827941e+09 -1.17182924e+01 
 1.88364909e+09 -1.13629699e+01 
 1.99526231e+09 -1.09983333e+01 
 2.11348904e+09 -1.06252436e+01 
 2.23872114e+09 -1.02446052e+01 
 2.37137371e+09 -9.85736119e+00 
 2.51188643e+09 -9.46449170e+00 
 2.66072506e+09 -9.06701264e+00 
 2.81838293e+09 -8.66597679e+00 
 2.98538262e+09 -8.26247599e+00 
 3.16227766e+09 -7.85764436e+00 
 3.34965439e+09 -7.45266227e+00 
 3.54813389e+09 -7.04876007e+00 
 3.75837404e+09 -6.64722116e+00 
 3.98107171e+09 -6.24938313e+00 
 4.21696503e+09 -5.85663626e+00 
 4.46683592e+09 -5.47041785e+00 
 4.73151259e+09 -5.09220161e+00 
 5.01187234e+09 -4.72348098e+00 
 5.30884444e+09 -4.36574580e+00 
 5.62341325e+09 -4.02045236e+00 
 5.95662144e+09 -3.68898740e+00 
 6.30957344e+09 -3.37262783e+00 
 6.68343918e+09 -3.07249851e+00 
 7.07945784e+09 -2.78953136e+00 
 7.49894209e+09 -2.52442963e+00 
 7.94328235e+09 -2.27764076e+00 
 8.41395142e+09 -2.04934106e+00 
 8.91250938e+09 -1.83943390e+00 
 9.44060876e+09 -1.64756206e+00 
 1.00000000e+10 -1.47313286e+00 
